key	date	value
Chlorodinine	4/1/16 12:0:0	0.672943
Appluimonia	4/1/16 12:0:0	0.555826
Chlorodinine	4/1/16 12:0:0	0.496377
AGOC-3A	4/1/16 12:0:0	0.469625
AGOC-3A	4/1/16 12:0:0	0.435586
Appluimonia	4/1/16 12:0:0	0.417883
Appluimonia	4/1/16 12:0:0	0.399123
AGOC-3A	4/1/16 12:0:0	0.396962
Appluimonia	4/1/16 12:0:0	0.387515
Methylosmolene	4/1/16 12:0:0	0.357148
Chlorodinine	4/1/16 12:0:0	0.346274
Chlorodinine	4/1/16 12:0:0	0.275282
Methylosmolene	4/1/16 12:0:0	0.268327
Chlorodinine	4/1/16 12:0:0	0.264588
Appluimonia	4/1/16 12:0:0	0.236189
Chlorodinine	4/1/16 12:0:0	0.233285
Appluimonia	4/1/16 12:0:0	0.229907
Methylosmolene	4/1/16 12:0:0	0.213574
Methylosmolene	4/1/16 12:0:0	0.208672
Chlorodinine	4/1/16 12:0:0	0.203687
Chlorodinine	4/1/16 12:0:0	0.192999
AGOC-3A	4/1/16 12:0:0	0.189639
AGOC-3A	4/1/16 12:0:0	0.165788
Appluimonia	4/1/16 12:0:0	0.127155
Methylosmolene	4/1/16 12:0:0	0.10236
AGOC-3A	4/1/16 12:0:0	0.0969047
AGOC-3A	4/1/16 12:0:0	0.0870258
Methylosmolene	4/1/16 12:0:0	0.0784863
Appluimonia	4/1/16 12:0:0	0.0766411
Methylosmolene	4/1/16 12:0:0	0.0730682
AGOC-3A	4/1/16 12:0:0	0.0475963
Appluimonia	4/1/16 12:0:0	0.032094
AGOC-3A	4/1/16 13:0:0	2.9472
Chlorodinine	4/1/16 13:0:0	1.90125
Methylosmolene	4/1/16 13:0:0	1.60229
Methylosmolene	4/1/16 13:0:0	1.52117
Chlorodinine	4/1/16 13:0:0	0.885737
Appluimonia	4/1/16 13:0:0	0.829324
Chlorodinine	4/1/16 13:0:0	0.819536
Methylosmolene	4/1/16 13:0:0	0.742678
Appluimonia	4/1/16 13:0:0	0.615335
Appluimonia	4/1/16 13:0:0	0.589898
AGOC-3A	4/1/16 13:0:0	0.484358
Appluimonia	4/1/16 13:0:0	0.453212
Chlorodinine	4/1/16 13:0:0	0.433455
Methylosmolene	4/1/16 13:0:0	0.42977
AGOC-3A	4/1/16 13:0:0	0.416789
Methylosmolene	4/1/16 13:0:0	0.384708
Chlorodinine	4/1/16 13:0:0	0.356287
Appluimonia	4/1/16 13:0:0	0.331087
AGOC-3A	4/1/16 13:0:0	0.271808
Chlorodinine	4/1/16 13:0:0	0.271384
Appluimonia	4/1/16 13:0:0	0.24354
Chlorodinine	4/1/16 13:0:0	0.235847
Methylosmolene	4/1/16 13:0:0	0.223932
AGOC-3A	4/1/16 13:0:0	0.219576
Methylosmolene	4/1/16 13:0:0	0.206465
AGOC-3A	4/1/16 13:0:0	0.170308
AGOC-3A	4/1/16 13:0:0	0.13544
AGOC-3A	4/1/16 13:0:0	0.129685
Appluimonia	4/1/16 13:0:0	0.107169
Appluimonia	4/1/16 13:0:0	0.102078
Chlorodinine	4/1/16 13:0:0	0.0744315
Appluimonia	4/1/16 13:0:0	0.0456287
AGOC-3A	4/1/16 13:0:0	0.0225215
Methylosmolene	4/1/16 13:0:0	0.0167204
Chlorodinine	4/1/16 13:0:0	0.0159372
Methylosmolene	4/1/16 13:0:0	0.00629568
Chlorodinine	4/1/16 14:0:0	2.18663
AGOC-3A	4/1/16 14:0:0	2.06584
Appluimonia	4/1/16 14:0:0	1.68447
Chlorodinine	4/1/16 14:0:0	0.986431
AGOC-3A	4/1/16 14:0:0	0.985069
Methylosmolene	4/1/16 14:0:0	0.833012
Methylosmolene	4/1/16 14:0:0	0.787857
Methylosmolene	4/1/16 14:0:0	0.744591
Appluimonia	4/1/16 14:0:0	0.60598
AGOC-3A	4/1/16 14:0:0	0.542312
Methylosmolene	4/1/16 14:0:0	0.475952
Chlorodinine	4/1/16 14:0:0	0.440393
Chlorodinine	4/1/16 14:0:0	0.440045
Appluimonia	4/1/16 14:0:0	0.424518
Appluimonia	4/1/16 14:0:0	0.397431
Chlorodinine	4/1/16 14:0:0	0.378116
Chlorodinine	4/1/16 14:0:0	0.338016
AGOC-3A	4/1/16 14:0:0	0.329869
Methylosmolene	4/1/16 14:0:0	0.283356
Methylosmolene	4/1/16 14:0:0	0.281457
Chlorodinine	4/1/16 14:0:0	0.248804
AGOC-3A	4/1/16 14:0:0	0.240171
Appluimonia	4/1/16 14:0:0	0.239086
Appluimonia	4/1/16 14:0:0	0.229613
Methylosmolene	4/1/16 14:0:0	0.209022
Methylosmolene	4/1/16 14:0:0	0.19548
Appluimonia	4/1/16 14:0:0	0.187208
Chlorodinine	4/1/16 14:0:0	0.101092
Appluimonia	4/1/16 14:0:0	0.100419
Chlorodinine	4/1/16 14:0:0	0.0965608
Appluimonia	4/1/16 14:0:0	0.0813537
AGOC-3A	4/1/16 14:0:0	0.0551616
AGOC-3A	4/1/16 14:0:0	0.0458705
AGOC-3A	4/1/16 14:0:0	0.0306601
AGOC-3A	4/1/16 14:0:0	0.0140477
Methylosmolene	4/1/16 14:0:0	0.0131358
AGOC-3A	4/1/16 15:0:0	1.8144
Appluimonia	4/1/16 15:0:0	1.34866
AGOC-3A	4/1/16 15:0:0	0.927829
Methylosmolene	4/1/16 15:0:0	0.837112
Methylosmolene	4/1/16 15:0:0	0.773566
AGOC-3A	4/1/16 15:0:0	0.62139
AGOC-3A	4/1/16 15:0:0	0.589017
Methylosmolene	4/1/16 15:0:0	0.548344
AGOC-3A	4/1/16 15:0:0	0.531765
Chlorodinine	4/1/16 15:0:0	0.483222
Appluimonia	4/1/16 15:0:0	0.447587
Appluimonia	4/1/16 15:0:0	0.438771
AGOC-3A	4/1/16 15:0:0	0.43167
Methylosmolene	4/1/16 15:0:0	0.430541
Methylosmolene	4/1/16 15:0:0	0.333781
Appluimonia	4/1/16 15:0:0	0.298941
Chlorodinine	4/1/16 15:0:0	0.280986
Chlorodinine	4/1/16 15:0:0	0.272041
AGOC-3A	4/1/16 15:0:0	0.266658
Chlorodinine	4/1/16 15:0:0	0.262528
AGOC-3A	4/1/16 15:0:0	0.257714
Appluimonia	4/1/16 15:0:0	0.203565
Appluimonia	4/1/16 15:0:0	0.17735
Methylosmolene	4/1/16 15:0:0	0.177346
AGOC-3A	4/1/16 15:0:0	0.173323
Methylosmolene	4/1/16 15:0:0	0.153869
Chlorodinine	4/1/16 15:0:0	0.148777
Appluimonia	4/1/16 15:0:0	0.127849
Chlorodinine	4/1/16 15:0:0	0.126492
Chlorodinine	4/1/16 15:0:0	0.103919
Chlorodinine	4/1/16 15:0:0	0.0763918
Appluimonia	4/1/16 15:0:0	0.0582271
Methylosmolene	4/1/16 15:0:0	0.04561
Appluimonia	4/1/16 15:0:0	0.0323731
Chlorodinine	4/1/16 15:0:0	0.0172048
Methylosmolene	4/1/16 15:0:0	0.0120941
AGOC-3A	4/1/16 16:0:0	6.36965
AGOC-3A	4/1/16 16:0:0	2.09702
Appluimonia	4/1/16 16:0:0	1.63558
Appluimonia	4/1/16 16:0:0	1.15018
Chlorodinine	4/1/16 16:0:0	1.14353
AGOC-3A	4/1/16 16:0:0	1.13586
AGOC-3A	4/1/16 16:0:0	0.717826
AGOC-3A	4/1/16 16:0:0	0.682529
Appluimonia	4/1/16 16:0:0	0.62637
Methylosmolene	4/1/16 16:0:0	0.476825
Appluimonia	4/1/16 16:0:0	0.453372
Appluimonia	4/1/16 16:0:0	0.402606
Chlorodinine	4/1/16 16:0:0	0.401661
Chlorodinine	4/1/16 16:0:0	0.374769
Methylosmolene	4/1/16 16:0:0	0.327186
AGOC-3A	4/1/16 16:0:0	0.313985
Appluimonia	4/1/16 16:0:0	0.301195
Chlorodinine	4/1/16 16:0:0	0.299149
Methylosmolene	4/1/16 16:0:0	0.296501
AGOC-3A	4/1/16 16:0:0	0.296002
Chlorodinine	4/1/16 16:0:0	0.286071
AGOC-3A	4/1/16 16:0:0	0.271123
Chlorodinine	4/1/16 16:0:0	0.263674
Chlorodinine	4/1/16 16:0:0	0.233952
Appluimonia	4/1/16 16:0:0	0.23085
Chlorodinine	4/1/16 16:0:0	0.212546
Chlorodinine	4/1/16 16:0:0	0.183871
AGOC-3A	4/1/16 16:0:0	0.140705
Methylosmolene	4/1/16 16:0:0	0.137954
AGOC-3A	4/1/16 16:0:0	0.103715
Methylosmolene	4/1/16 16:0:0	0.0958897
Methylosmolene	4/1/16 16:0:0	0.0553067
Methylosmolene	4/1/16 16:0:0	0.0454476
Methylosmolene	4/1/16 16:0:0	0.0402671
Appluimonia	4/1/16 16:0:0	0.0335552
Appluimonia	4/1/16 16:0:0	0.0176918
AGOC-3A	4/1/16 17:0:0	3.77301
Appluimonia	4/1/16 17:0:0	2.9919
Methylosmolene	4/1/16 17:0:0	2.002
Appluimonia	4/1/16 17:0:0	1.54654
Chlorodinine	4/1/16 17:0:0	1.28288
Chlorodinine	4/1/16 17:0:0	1.07354
Methylosmolene	4/1/16 17:0:0	0.902336
Chlorodinine	4/1/16 17:0:0	0.707549
Appluimonia	4/1/16 17:0:0	0.621307
Chlorodinine	4/1/16 17:0:0	0.540517
Chlorodinine	4/1/16 17:0:0	0.519978
Chlorodinine	4/1/16 17:0:0	0.516709
Appluimonia	4/1/16 17:0:0	0.508395
Methylosmolene	4/1/16 17:0:0	0.483056
AGOC-3A	4/1/16 17:0:0	0.479549
Chlorodinine	4/1/16 17:0:0	0.460334
Methylosmolene	4/1/16 17:0:0	0.405594
Chlorodinine	4/1/16 17:0:0	0.371361
AGOC-3A	4/1/16 17:0:0	0.317199
Chlorodinine	4/1/16 17:0:0	0.313531
Methylosmolene	4/1/16 17:0:0	0.299951
AGOC-3A	4/1/16 17:0:0	0.299581
AGOC-3A	4/1/16 17:0:0	0.256789
Methylosmolene	4/1/16 17:0:0	0.240693
Methylosmolene	4/1/16 17:0:0	0.209819
AGOC-3A	4/1/16 17:0:0	0.195857
AGOC-3A	4/1/16 17:0:0	0.1864
AGOC-3A	4/1/16 17:0:0	0.176284
Appluimonia	4/1/16 17:0:0	0.144516
Appluimonia	4/1/16 17:0:0	0.142722
Appluimonia	4/1/16 17:0:0	0.134493
AGOC-3A	4/1/16 17:0:0	0.11176
Methylosmolene	4/1/16 17:0:0	0.0641491
Methylosmolene	4/1/16 17:0:0	0.0419242
Appluimonia	4/1/16 17:0:0	0.0261086
Appluimonia	4/1/16 17:0:0	0.0014664
AGOC-3A	4/1/16 18:0:0	16.00594
Methylosmolene	4/1/16 18:0:0	2.41987
AGOC-3A	4/1/16 18:0:0	2.04777
AGOC-3A	4/1/16 18:0:0	1.72463
Methylosmolene	4/1/16 18:0:0	1.29304
Appluimonia	4/1/16 18:0:0	0.768281
Appluimonia	4/1/16 18:0:0	0.705206
AGOC-3A	4/1/16 18:0:0	0.628314
Appluimonia	4/1/16 18:0:0	0.617361
AGOC-3A	4/1/16 18:0:0	0.594371
Methylosmolene	4/1/16 18:0:0	0.554992
Chlorodinine	4/1/16 18:0:0	0.49206
Chlorodinine	4/1/16 18:0:0	0.491844
Chlorodinine	4/1/16 18:0:0	0.474125
Appluimonia	4/1/16 18:0:0	0.464762
Chlorodinine	4/1/16 18:0:0	0.405464
Chlorodinine	4/1/16 18:0:0	0.354638
Methylosmolene	4/1/16 18:0:0	0.345077
Methylosmolene	4/1/16 18:0:0	0.339361
Chlorodinine	4/1/16 18:0:0	0.289879
Appluimonia	4/1/16 18:0:0	0.245768
Chlorodinine	4/1/16 18:0:0	0.220958
AGOC-3A	4/1/16 18:0:0	0.217943
Methylosmolene	4/1/16 18:0:0	0.199028
Chlorodinine	4/1/16 18:0:0	0.191958
Appluimonia	4/1/16 18:0:0	0.136053
AGOC-3A	4/1/16 18:0:0	0.104811
AGOC-3A	4/1/16 18:0:0	0.0986899
AGOC-3A	4/1/16 18:0:0	0.0954296
Appluimonia	4/1/16 18:0:0	0.0844535
AGOC-3A	4/1/16 18:0:0	0.065808
Appluimonia	4/1/16 18:0:0	0.064684
Chlorodinine	4/1/16 18:0:0	0.0567176
Methylosmolene	4/1/16 18:0:0	0.044605
Methylosmolene	4/1/16 18:0:0	0.0230869
Appluimonia	4/1/16 18:0:0	0.0192309
AGOC-3A	4/1/16 19:0:0	2.2287
Chlorodinine	4/1/16 19:0:0	1.89336
Chlorodinine	4/1/16 19:0:0	1.83782
Methylosmolene	4/1/16 19:0:0	1.7403
Methylosmolene	4/1/16 19:0:0	0.808434
Methylosmolene	4/1/16 19:0:0	0.631286
Appluimonia	4/1/16 19:0:0	0.580485
Methylosmolene	4/1/16 19:0:0	0.568544
Methylosmolene	4/1/16 19:0:0	0.543812
AGOC-3A	4/1/16 19:0:0	0.511387
Appluimonia	4/1/16 19:0:0	0.48644
Appluimonia	4/1/16 19:0:0	0.439922
AGOC-3A	4/1/16 19:0:0	0.423562
Methylosmolene	4/1/16 19:0:0	0.382772
Chlorodinine	4/1/16 19:0:0	0.379155
Chlorodinine	4/1/16 19:0:0	0.374754
AGOC-3A	4/1/16 19:0:0	0.374478
Methylosmolene	4/1/16 19:0:0	0.37237
Chlorodinine	4/1/16 19:0:0	0.349918
Chlorodinine	4/1/16 19:0:0	0.346534
Appluimonia	4/1/16 19:0:0	0.320393
Methylosmolene	4/1/16 19:0:0	0.234091
Appluimonia	4/1/16 19:0:0	0.219221
Chlorodinine	4/1/16 19:0:0	0.173896
AGOC-3A	4/1/16 19:0:0	0.159529
AGOC-3A	4/1/16 19:0:0	0.139601
Chlorodinine	4/1/16 19:0:0	0.122929
Methylosmolene	4/1/16 19:0:0	0.121417
Appluimonia	4/1/16 19:0:0	0.0984389
AGOC-3A	4/1/16 19:0:0	0.0810708
AGOC-3A	4/1/16 19:0:0	0.0789502
Appluimonia	4/1/16 19:0:0	0.0599954
AGOC-3A	4/1/16 19:0:0	0.0497588
Chlorodinine	4/1/16 19:0:0	0.0420393
Appluimonia	4/1/16 19:0:0	0.0237058
Appluimonia	4/1/16 19:0:0	0.00660095
AGOC-3A	4/1/16 20:0:0	4.42195
Appluimonia	4/1/16 20:0:0	2.96486
Chlorodinine	4/1/16 20:0:0	2.72895
AGOC-3A	4/1/16 20:0:0	1.2087
Methylosmolene	4/1/16 20:0:0	1.11615
Appluimonia	4/1/16 20:0:0	0.863043
AGOC-3A	4/1/16 20:0:0	0.546361
Chlorodinine	4/1/16 20:0:0	0.54456
AGOC-3A	4/1/16 20:0:0	0.491511
AGOC-3A	4/1/16 20:0:0	0.431884
Methylosmolene	4/1/16 20:0:0	0.429474
Chlorodinine	4/1/16 20:0:0	0.42123
Appluimonia	4/1/16 20:0:0	0.39531
Chlorodinine	4/1/16 20:0:0	0.388569
Appluimonia	4/1/16 20:0:0	0.368791
Appluimonia	4/1/16 20:0:0	0.332273
Appluimonia	4/1/16 20:0:0	0.302518
Appluimonia	4/1/16 20:0:0	0.294812
AGOC-3A	4/1/16 20:0:0	0.291975
Methylosmolene	4/1/16 20:0:0	0.284889
Methylosmolene	4/1/16 20:0:0	0.28476
Methylosmolene	4/1/16 20:0:0	0.269983
Chlorodinine	4/1/16 20:0:0	0.257028
Methylosmolene	4/1/16 20:0:0	0.253722
Methylosmolene	4/1/16 20:0:0	0.25033
AGOC-3A	4/1/16 20:0:0	0.244434
Chlorodinine	4/1/16 20:0:0	0.236594
Methylosmolene	4/1/16 20:0:0	0.235903
AGOC-3A	4/1/16 20:0:0	0.235318
Chlorodinine	4/1/16 20:0:0	0.179424
Appluimonia	4/1/16 20:0:0	0.114486
Appluimonia	4/1/16 20:0:0	0.0839435
AGOC-3A	4/1/16 20:0:0	0.0391207
Chlorodinine	4/1/16 20:0:0	0.0334215
Chlorodinine	4/1/16 20:0:0	0.00935036
Methylosmolene	4/1/16 20:0:0	0.00780633
Appluimonia	4/1/16 21:0:0	1.50516
AGOC-3A	4/1/16 21:0:0	1.08284
AGOC-3A	4/1/16 21:0:0	1.00195
Chlorodinine	4/1/16 21:0:0	0.974648
Appluimonia	4/1/16 21:0:0	0.93454
Appluimonia	4/1/16 21:0:0	0.913925
Chlorodinine	4/1/16 21:0:0	0.787955
Chlorodinine	4/1/16 21:0:0	0.707586
AGOC-3A	4/1/16 21:0:0	0.544171
Chlorodinine	4/1/16 21:0:0	0.527831
Appluimonia	4/1/16 21:0:0	0.510417
Chlorodinine	4/1/16 21:0:0	0.410853
Appluimonia	4/1/16 21:0:0	0.401939
AGOC-3A	4/1/16 21:0:0	0.396742
Methylosmolene	4/1/16 21:0:0	0.350383
Methylosmolene	4/1/16 21:0:0	0.339473
Chlorodinine	4/1/16 21:0:0	0.336607
Appluimonia	4/1/16 21:0:0	0.320522
Chlorodinine	4/1/16 21:0:0	0.275541
Chlorodinine	4/1/16 21:0:0	0.236391
Methylosmolene	4/1/16 21:0:0	0.22341
AGOC-3A	4/1/16 21:0:0	0.195524
Appluimonia	4/1/16 21:0:0	0.186273
Methylosmolene	4/1/16 21:0:0	0.176977
Appluimonia	4/1/16 21:0:0	0.175374
Methylosmolene	4/1/16 21:0:0	0.159589
Methylosmolene	4/1/16 21:0:0	0.158859
Chlorodinine	4/1/16 21:0:0	0.0997598
AGOC-3A	4/1/16 21:0:0	0.0734797
Appluimonia	4/1/16 21:0:0	0.0696817
AGOC-3A	4/1/16 21:0:0	0.052684
AGOC-3A	4/1/16 21:0:0	0.0393881
AGOC-3A	4/1/16 21:0:0	0.0385238
Methylosmolene	4/1/16 21:0:0	0.0337119
Methylosmolene	4/1/16 21:0:0	0.0195625
Methylosmolene	4/1/16 21:0:0	0.0074712
Appluimonia	4/1/16 22:0:0	2.29064
Appluimonia	4/1/16 22:0:0	1.99986
Methylosmolene	4/1/16 22:0:0	1.71336
Chlorodinine	4/1/16 22:0:0	1.49356
Chlorodinine	4/1/16 22:0:0	1.46981
AGOC-3A	4/1/16 22:0:0	1.26089
AGOC-3A	4/1/16 22:0:0	1.25422
Appluimonia	4/1/16 22:0:0	0.762059
Appluimonia	4/1/16 22:0:0	0.708784
Methylosmolene	4/1/16 22:0:0	0.586322
Methylosmolene	4/1/16 22:0:0	0.581589
Chlorodinine	4/1/16 22:0:0	0.482681
Appluimonia	4/1/16 22:0:0	0.471188
Methylosmolene	4/1/16 22:0:0	0.400161
Appluimonia	4/1/16 22:0:0	0.391567
Chlorodinine	4/1/16 22:0:0	0.386564
Chlorodinine	4/1/16 22:0:0	0.384742
Methylosmolene	4/1/16 22:0:0	0.340092
Appluimonia	4/1/16 22:0:0	0.332102
Methylosmolene	4/1/16 22:0:0	0.314071
Chlorodinine	4/1/16 22:0:0	0.298078
AGOC-3A	4/1/16 22:0:0	0.277343
AGOC-3A	4/1/16 22:0:0	0.245395
Chlorodinine	4/1/16 22:0:0	0.239755
AGOC-3A	4/1/16 22:0:0	0.238391
Chlorodinine	4/1/16 22:0:0	0.236507
Methylosmolene	4/1/16 22:0:0	0.218112
AGOC-3A	4/1/16 22:0:0	0.170294
AGOC-3A	4/1/16 22:0:0	0.161849
AGOC-3A	4/1/16 22:0:0	0.126781
Appluimonia	4/1/16 22:0:0	0.11621
Appluimonia	4/1/16 22:0:0	0.100193
Chlorodinine	4/1/16 22:0:0	0.0650277
Methylosmolene	4/1/16 22:0:0	0.0611038
Methylosmolene	4/1/16 22:0:0	0.0370354
AGOC-3A	4/1/16 22:0:0	0.030958
Chlorodinine	4/1/16 23:0:0	2.62148
AGOC-3A	4/1/16 23:0:0	1.22487
Appluimonia	4/1/16 23:0:0	0.963514
Methylosmolene	4/1/16 23:0:0	0.713
Methylosmolene	4/1/16 23:0:0	0.673678
Methylosmolene	4/1/16 23:0:0	0.601304
AGOC-3A	4/1/16 23:0:0	0.596431
Methylosmolene	4/1/16 23:0:0	0.576362
Methylosmolene	4/1/16 23:0:0	0.529585
AGOC-3A	4/1/16 23:0:0	0.508771
Appluimonia	4/1/16 23:0:0	0.464511
AGOC-3A	4/1/16 23:0:0	0.404146
Chlorodinine	4/1/16 23:0:0	0.397502
Chlorodinine	4/1/16 23:0:0	0.39505
Appluimonia	4/1/16 23:0:0	0.37103
Methylosmolene	4/1/16 23:0:0	0.358232
Chlorodinine	4/1/16 23:0:0	0.297112
AGOC-3A	4/1/16 23:0:0	0.27458
Chlorodinine	4/1/16 23:0:0	0.253087
Appluimonia	4/1/16 23:0:0	0.236716
Chlorodinine	4/1/16 23:0:0	0.213476
Chlorodinine	4/1/16 23:0:0	0.195843
AGOC-3A	4/1/16 23:0:0	0.154004
Appluimonia	4/1/16 23:0:0	0.143694
Appluimonia	4/1/16 23:0:0	0.133455
Methylosmolene	4/1/16 23:0:0	0.132691
Appluimonia	4/1/16 23:0:0	0.101802
Methylosmolene	4/1/16 23:0:0	0.0915907
Chlorodinine	4/1/16 23:0:0	0.0838678
Appluimonia	4/1/16 23:0:0	0.0833816
AGOC-3A	4/1/16 23:0:0	0.0760482
Methylosmolene	4/1/16 23:0:0	0.0713231
Chlorodinine	4/1/16 23:0:0	0.0664484
Appluimonia	4/1/16 23:0:0	0.0637086
AGOC-3A	4/1/16 23:0:0	0.0506304
AGOC-3A	4/1/16 23:0:0	0.0381507